Month,Station,Number of operated trains,Number of trains arriving on time,Punctuality
2016-05,WELKENRAEDT,1010,877,86.8
2016-04,AARSCHOT,3782,3539,93.57482813326283
2016-04,MONS,4230,3641,86.0756501182033
2016-05,Y.ANTOING,1293,1133,87.6
2016-04,ANTWERPEN-BERCHEM,10489,9716,92.63037467823435
2016-04,NAMUR,6523,5727,87.79702590832439
2016-05,ZEEBRUGGE-DORP,296,288,97.3
2016-04,ATH,2314,2096,90.5790838375108
2016-04,TURNHOUT,836,764,91.38755980861244
2016-06,AALST,3247,2819,86.8
2016-04,ATHUS,728,641,88.04945054945054
2016-04,VERVIERS-CENTRAL,2601,2368,91.04190695886197
2016-06,ANTWERPEN-CENTRAAL,10141,9141,90.10000000000001
2016-04,BLANKENBERGE,517,493,95.35783365570599
2016-04,VIRTON,255,93,36.47058823529412
2016-06,ATHUS,1118,982,87.8
2016-04,BRUSSEL-NATIONAAL-LUCHTHAVEN,3354,2789,83.15444245676804
2016-04,VISE,359,270,75.20891364902506
2016-06,BRUGGE,4728,4210,89.0
2016-04,COUVIN,440,401,91.13636363636364
2016-04,ZEEBRUGGE-DORP,323,314,97.21362229102168
2016-06,DE PANNE,562,462,82.19999999999999
2016-04,DIEST,3069,2825,92.0495275333985
2016-05,ANS,2593,2309,89.0
2016-06,DINANT,1024,862,84.2
2016-04,EEKLO,404,390,96.53465346534654
2016-05,ANTWERPEN-BERCHEM,10147,9062,89.3
2016-06,FLEMALLE-HAUTE,2235,1600,71.6
2016-04,FLEMALLE-HAUTE,2702,2302,85.19615099925981
2016-05,ATH,1907,1717,90.0
2016-06,GEMBLOUX,2190,1844,84.2
2016-04,GOUVY,271,146,53.874538745387454
2016-05,BLANKENBERGE,510,457,89.60000000000001
2016-06,GENK,3645,2648,72.6
2016-04,HUY,2660,2301,86.50375939849624
2016-05,BRAINE-LE-COMTE,3606,3229,89.5
2016-06,GOUVY,792,683,86.2
2016-04,JEMELLE,1808,1299,71.84734513274337
2016-05,BRUSSEL-NATIONAAL-LUCHTHAVEN,21045,18278,86.9
2016-06,HUY,3685,3182,86.4
2016-04,JEMEPPE-SUR-SAMBRE,2842,2479,87.22730471498944
2016-05,BURST,1932,1696,87.8
2016-06,JETTE,2606,2048,78.60000000000001
2016-04,LEUVEN,10192,9287,91.12048665620094
2016-05,COUVIN,349,319,91.4
2016-06,KNOKKE,4517,4017,88.9
2016-04,LICHTERVELDE,2624,2452,93.4451219512195
2016-05,DEINZE,2773,2500,90.2
2016-06,KORTRIJK,584,531,90.9
2016-04,LIERS,1890,1505,79.62962962962963
2016-05,ETTERBEEK,6101,5444,89.2
2016-06,LEUVEN,2762,2264,82.0
2016-04,LOKEREN,3449,3250,94.23021165555234
2016-05,FLEMALLE-HAUTE,2191,1904,86.9
2016-06,LIERS,5992,5681,94.8
2016-04,LUTTRE,2166,1984,91.59741458910435
2016-05,GEMBLOUX,1848,1615,87.4
2016-06,LOKEREN,1691,1285,76.0
2016-04,MARLOIE,2214,1550,70.00903342366756
2016-05,GLONS,384,381,99.2
2016-06,MOL,552,420,76.1
2016-04,MOL,1333,1260,94.52363090772693
2016-05,JETTE,2294,1947,84.89999999999999
2016-06,MONCEAU-FORMATION,1376,1289,93.7
2016-04,NEERPELT,512,480,93.75
2016-05,KNOKKE,4232,3802,89.8
2016-06,OTTIGNIES,1667,1461,87.6
2016-04,OOSTENDE,1533,1424,92.8897586431833
2016-05,LA LOUVIERE-CENTRE,4073,3674,90.2
2016-06,OUDENAARDE,5345,4275,80.0
2016-04,OUDENAARDE,2044,1943,95.0587084148728
2016-05,LA LOUVIERE-SUD,1456,1346,92.4
2016-06,SCHELLEBELLE,4288,3877,90.4
2016-04,POPERINGE,535,487,91.02803738317758
2016-05,LIBRAMONT,9392,8326,88.6
2016-06,TOURCOING,363,354,97.5
2016-04,PUURS,781,733,93.854033290653
2016-05,LIEDEKERKE,2630,2423,92.10000000000001
2016-06,VILVOORDE,7158,6286,87.8
2016-04,QUIEVRAIN,447,394,88.14317673378076
2016-05,LIER,6337,5498,86.8
2016-06,WALCOURT,438,409,93.4
2016-04,RONSE,464,446,96.12068965517241
2016-05,LIERS,5770,5389,93.4
2016-06,Y.ANTOING,1285,1068,83.1
2016-04,SINT-TRUIDEN,901,816,90.56603773584906
2016-05,LUTTRE,3194,2920,91.4
2016-06,ZEEBRUGGE-STRAND,105,105,100.0
2016-04,SPA-GERONSTERE,395,382,96.70886075949367
2016-05,MANAGE,1697,1526,89.9
2016-07,AARSCHOT,3551,3318,93.4
2016-04,WALCOURT,482,450,93.3609958506224
2016-05,MECHELEN,1996,1417,71.0
2016-07,ATH,2289,2157,94.19999999999999
2016-04,WAREMME,1414,1288,91.0891089108911
2016-05,MOESKROEN,11545,10099,87.5
2016-07,ATHUS,1737,1626,93.60000000000001
2016-04,WELKENRAEDT,1230,1071,87.07317073170732
2016-05,OUDENAARDE,4972,4458,89.7
2016-07,BILZEN,1062,949,89.4
2016-04,Y.ANTOING,1301,1160,89.16218293620291
2016-05,SPA-GERONSTERE,1754,1569,89.5
2016-07,BRUGGE,4986,4747,95.19999999999999
2016-04,ZOTTEGEM,2300,2042,88.78260869565217
2016-05,TAMINES,2304,1903,82.6
2016-07,BRUSSEL-NATIONAAL-LUCHTHAVEN,24258,22168,91.4
2016-05,ARLON,965,480,49.7
2016-05,VILVOORDE,6414,5681,88.6
2016-07,CHARLEROI-SUD,5545,5020,90.5
2016-05,BERTRIX,429,403,93.89999999999999
2016-05,ZEEBRUGGE-STRAND,68,68,100.0
2016-07,COUVIN,448,422,94.19999999999999
2016-05,BINCHE,419,358,85.39999999999999
2016-05,ZOTTEGEM,2222,1896,85.3
2016-07,DE PANNE,610,529,86.7
2016-05,BRAINE-L'ALLEUD,2874,2579,89.7
2016-06,AARSCHOT,3642,3318,91.10000000000001
2016-07,DEINZE,3038,2835,93.30000000000001
2016-05,BRUSSEL-CENTRAAL,21353,18474,86.5
2016-06,ANTWERPEN-BERCHEM,10578,9539,90.2
2016-07,DIEST,3071,2841,92.5
2016-05,BRUSSEL-NOORD,23156,20000,86.4
2016-06,ARLON,1089,415,38.1
2016-07,EEKLO,391,373,95.39999999999999
2016-05,BRUSSEL-ZUID,5574,4676,83.89999999999999
2016-06,ATH,2075,1791,86.3
2016-07,GEMBLOUX,1733,1595,92.0
2016-05,DE PANNE,535,464,86.7
2016-06,BERTRIX,491,427,87.0
2016-07,GERAARDSBERGEN,12019,11214,93.30000000000001
2016-05,DENDERLEEUW,5869,4973,84.7
2016-06,BILZEN,889,731,82.19999999999999
2016-07,HUY,3646,3277,89.9
2016-05,DENDERMONDE,3623,3360,92.7
2016-06,BINCHE,430,347,80.7
2016-07,JETTE,2870,2548,88.8
2016-05,DINANT,960,893,93.0
2016-06,BRUSSEL-LUXEMBURG,6694,5549,82.89999999999999
2016-07,LA LOUVIERE-CENTRE,4249,4014,94.5
2016-05,EEKLO,365,344,94.19999999999999
2016-06,BRUSSEL-NATIONAAL-LUCHTHAVEN,22994,19248,83.7
2016-07,LA LOUVIERE-SUD,1119,1050,93.8
2016-05,ERQUELINNES,351,320,91.2
2016-06,BURST,2084,1857,89.1
2016-07,LANDEN,3258,2909,89.3
2016-05,GENK,3495,3086,88.3
2016-06,DENDERLEEUW,6065,5159,85.1
2016-07,LEUVEN,2842,2587,91.0
2016-05,GOUVY,797,727,91.2
2016-06,EDINGEN,2960,2444,82.6
2016-07,LIEDEKERKE,2879,2716,94.3
2016-05,HALLE,216,113,52.300000000000004
2016-06,ESSEN,1414,1242,87.8
2016-07,MOL,699,628,89.8
2016-05,JEMELLE,2153,1853,86.1
2016-06,ETTERBEEK,6649,5518,83.0
2016-07,MONCEAU-FORMATION,1383,1294,93.60000000000001
2016-05,JEMEPPE-SUR-SAMBRE,1657,1216,73.4
2016-06,GENT-SINT-PIETERS,634,518,81.69999999999999
2016-07,MONS,2,1,50.0
2016-05,KORTRIJK,402,356,88.6
2016-06,HALLE,325,268,82.5
2016-07,OTTIGNIES,1910,1800,94.19999999999999
2016-05,LANDEN,2763,2438,88.2
2016-06,JEMELLE,2292,1685,73.5
2016-07,RIVAGE,443,387,87.4
2016-05,LIEGE-GUILLEMINS,5137,4536,88.3
2016-06,JEMEPPE-SUR-SAMBRE,1744,919,52.7
2016-07,SAINT-GHISLAIN,435,417,95.89999999999999
2016-05,LOKEREN,1592,1338,84.0
2016-06,LA LOUVIERE-CENTRE,4129,3633,88.0
2016-07,SCHELLEBELLE,4154,3933,94.69999999999999
2016-05,MONS,0,,
2016-06,LA LOUVIERE-SUD,1610,1436,89.2
2016-07,TAMINES,2864,2561,89.4
2016-05,OTTIGNIES,1625,1461,89.9
2016-06,LANDEN,3172,2602,82.0
2016-07,WALCOURT,469,438,93.4
2016-05,POPERINGE,1978,1801,91.10000000000001
2016-06,LICHTERVELDE,2164,1239,57.3
2016-07,ZEEBRUGGE-DORP,0,,
2016-05,PUURS,594,519,87.4
2016-06,LIEGE-GUILLEMINS,5377,4728,87.9
2016-08,AARSCHOT,3690,3444,93.30000000000001
2016-05,QUIEVRAIN,709,647,91.3
2016-06,MANAGE,1840,1437,78.10000000000001
2016-08,ATH,2446,2263,92.5
2016-05,RIVAGE,389,328,84.3
2016-06,MARLOIE,714,607,85.0
2016-08,BERTRIX,520,478,91.9
2016-05,SAINT-GHISLAIN,450,412,91.60000000000001
2016-06,MONS,2,1,50.0
2016-08,BRAINE-L'ALLEUD,3694,3481,94.19999999999999
2016-05,SCHELLEBELLE,4262,3869,90.8
2016-06,NAMUR,3899,3183,81.6
2016-08,BRUSSEL-LUXEMBURG,6644,5648,85.0
2016-05,SINT-NIKLAAS,3876,3564,92.0
2016-06,NEERPELT,6007,4265,71.0
2016-08,BRUSSEL-NOORD,27037,24198,89.5
2016-05,SINT-TRUIDEN,824,718,87.1
2016-06,OOSTENDE,520,476,91.5
2016-08,BURST,2077,1936,93.2
2016-05,TOURCOING,228,227,99.6
2016-06,POPERINGE,2077,1901,91.5
2016-08,DE PANNE,603,513,85.1
2016-05,VISE,281,247,87.9
2016-06,RONSE,1458,1203,82.5
2016-08,DENDERLEEUW,6125,5539,90.4
2016-05,WALCOURT,385,354,91.9
2016-06,SINT-TRUIDEN,1114,949,85.2
2016-08,DIEST,3228,2951,91.4
2016-05,WAREMME,1161,1058,91.10000000000001
2016-06,SPA-GERONSTERE,1965,1613,82.1
2016-08,DINANT,1119,1024,91.5
2016-06,ANS,2840,2366,83.3
2016-06,TAMINES,2615,2025,77.4
2016-08,GENT-SINT-PIETERS,621,504,81.2
2016-06,BLANKENBERGE,581,522,89.8
2016-06,TURNHOUT,839,732,87.2
2016-08,GLONS,470,460,97.89999999999999
2016-06,BRAINE-L'ALLEUD,3161,2675,84.6
2016-06,VISE,323,243,75.2
2016-08,HUY,3814,3341,87.6
2016-06,BRAINE-LE-COMTE,4131,3536,85.6
2016-06,ZEEBRUGGE-DORP,288,278,96.5
2016-08,JEMELLE,2458,1935,78.7
2016-06,BRUSSEL-CENTRAAL,23311,19407,83.3
2016-07,AALST,3217,2970,92.30000000000001
2016-08,JEMEPPE-SUR-SAMBRE,1885,1320,70.0
2016-06,BRUSSEL-NOORD,25326,20977,82.8
2016-07,ANS,3124,2865,91.7
2016-08,LANDEN,3625,3248,89.60000000000001
2016-06,BRUSSEL-ZUID,5728,4835,84.39999999999999
2016-07,ANTWERPEN-BERCHEM,10632,9844,92.60000000000001
2016-08,LIER,7995,6799,85.0
2016-06,CHARLEROI-SUD,5134,4121,80.30000000000001
2016-07,ANTWERPEN-CENTRAAL,10258,9545,93.0
2016-08,LOKEREN,2086,1734,83.1
2016-06,COUVIN,399,377,94.5
2016-07,BERTRIX,514,485,94.39999999999999
2016-08,LUTTRE,3561,3396,95.39999999999999
2016-06,DEINZE,2803,2445,87.2
2016-07,BINCHE,318,274,86.2
2016-08,MOL,704,618,87.8
2016-06,DENDERMONDE,3839,3530,92.0
2016-07,BLANKENBERGE,753,714,94.8
2016-08,NEERPELT,6706,5377,80.2
2016-06,DIEST,3195,2875,90.0
2016-07,BRAINE-LE-COMTE,4381,3931,89.7
2016-08,OTTIGNIES,1922,1773,92.2
2016-06,EEKLO,420,403,96.0
2016-07,BRUSSEL-CENTRAAL,24569,22362,91.0
2016-08,SINT-NIKLAAS,4229,4024,95.19999999999999
2016-06,ERQUELINNES,372,339,91.10000000000001
2016-07,BRUSSEL-LUXEMBURG,6604,6141,93.0
2016-08,SINT-TRUIDEN,1161,1035,89.1
2016-06,GERAARDSBERGEN,11674,10079,86.3
2016-07,BRUSSEL-ZUID,6170,5574,90.3
2016-08,TOURCOING,457,452,98.9
2016-06,GLONS,409,387,94.6
2016-07,BURST,1959,1822,93.0
2016-08,TOURNAI,2391,2136,89.3
2016-06,HASSELT,9678,8137,84.1
2016-07,DENDERMONDE,3692,3549,96.1
2016-08,VERVIERS-CENTRAL,2762,2564,92.80000000000001
2016-06,LIBRAMONT,10405,8959,86.1
2016-07,DINANT,1131,1070,94.6
2016-08,VIRTON,245,228,93.10000000000001
2016-06,LIEDEKERKE,2763,2487,90.0
2016-07,EDINGEN,3053,2844,93.2
2016-08,WALCOURT,494,467,94.5
2016-06,LIER,6898,5384,78.10000000000001
2016-07,ERQUELINNES,389,359,92.30000000000001
2016-08,WAREMME,1557,1442,92.60000000000001
2016-06,LUTTRE,3584,3305,92.2
2016-07,GENK,3892,3415,87.7
2016-08,ZEEBRUGGE-STRAND,328,326,99.4
2016-06,MECHELEN,2100,1152,54.900000000000006
2016-07,GOUVY,984,885,89.9
2016-08,ZOTTEGEM,2392,2181,91.2
2016-06,MOESKROEN,12258,10758,87.8
2016-07,HALLE,319,270,84.6
2016-09,BLANKENBERGE,574,534,93.0
2016-06,PUURS,501,429,85.6
2016-07,HASSELT,9631,8679,90.10000000000001
2016-09,BRAINE-L'ALLEUD,3684,3340,90.7
2016-06,QUIEVRAIN,809,743,91.8
2016-07,JEMEPPE-SUR-SAMBRE,1825,1286,70.5
2016-09,BRUSSEL-CENTRAAL,24734,21659,87.6
2016-06,RIVAGE,396,304,76.8
2016-07,KNOKKE,4472,4284,95.8
2016-09,BRUSSEL-NATIONAAL-LUCHTHAVEN,24370,21433,87.9
2016-06,SAINT-GHISLAIN,466,437,93.8
2016-07,LICHTERVELDE,2214,1627,73.5
2016-09,BRUSSEL-ZUID,5963,5166,86.6
2016-06,SINT-NIKLAAS,4304,3954,91.9
2016-07,LIERS,5984,5697,95.19999999999999
2016-09,CHARLEROI-SUD,5873,4972,84.7
2016-06,TOURNAI,2017,1623,80.5
2016-07,LOKEREN,2029,1679,82.8
2016-09,DE PANNE,560,480,85.7
2016-06,VERVIERS-CENTRAL,2312,1997,86.4
2016-07,MECHELEN,2232,1621,72.6
2016-09,DENDERMONDE,3860,3598,93.2
2016-06,VIRTON,238,134,56.3
2016-07,MOESKROEN,12099,11154,92.2
2016-09,EEKLO,430,417,97.0
2016-06,WAREMME,1397,1202,86.0
2016-07,NAMUR,4398,3931,89.4
2016-09,ETTERBEEK,7516,6875,91.5
2016-06,WELKENRAEDT,1048,843,80.4
2016-07,NEERPELT,6511,5587,85.8
2016-09,GENT-SINT-PIETERS,638,548,85.9
2016-06,ZOTTEGEM,2433,2088,85.8
2016-07,OOSTENDE,570,541,94.89999999999999
2016-09,HASSELT,10752,9569,89.0
2016-07,ARLON,1094,654,59.8
2016-07,POPERINGE,1951,1847,94.69999999999999
2016-09,HUY,3831,3413,89.1
2016-07,BRAINE-L'ALLEUD,3474,3182,91.60000000000001
2016-07,PUURS,604,565,93.5
2016-09,JEMEPPE-SUR-SAMBRE,1831,1316,71.89999999999999
2016-07,BRUSSEL-NOORD,26507,24070,90.8
2016-07,QUIEVRAIN,720,671,93.2
2016-09,JETTE,2930,2416,82.5
2016-07,DENDERLEEUW,5843,5377,92.0
2016-07,SINT-NIKLAAS,4105,3926,95.6
2016-09,KORTRIJK,599,564,94.19999999999999
2016-07,ESSEN,1423,1323,93.0
2016-07,VERVIERS-CENTRAL,2746,2617,95.3
2016-09,LA LOUVIERE-CENTRE,4410,4023,91.2
2016-07,ETTERBEEK,6561,6098,92.9
2016-07,VILVOORDE,7068,6572,93.0
2016-09,LIEGE-GUILLEMINS,5857,5140,87.8
2016-07,FLEMALLE-HAUTE,2646,2095,79.2
2016-07,VIRTON,222,206,92.80000000000001
2016-09,LIER,8033,6723,83.7
2016-07,GENT-SINT-PIETERS,584,506,86.6
2016-07,VISE,337,260,77.2
2016-09,LIERS,5985,5629,94.1
2016-07,GLONS,476,470,98.7
2016-07,WELKENRAEDT,1271,1185,93.2
2016-09,LOKEREN,2050,1671,81.5
2016-07,JEMELLE,2608,2203,84.5
2016-07,Y.ANTOING,1301,1148,88.2
2016-09,LUTTRE,3607,3415,94.69999999999999
2016-07,KORTRIJK,660,637,96.5
2016-07,ZEEBRUGGE-STRAND,357,353,98.9
2016-09,MOESKROEN,12692,11469,90.4
2016-07,LIBRAMONT,10467,9650,92.2
2016-08,AALST,3262,3005,92.10000000000001
2016-09,MONCEAU-FORMATION,1333,1234,92.60000000000001
2016-07,LIEGE-GUILLEMINS,5108,4780,93.60000000000001
2016-08,ANS,3197,2888,90.3
2016-09,NAMUR,6607,5274,79.80000000000001
2016-07,LIER,7753,6709,86.5
2016-08,ATHUS,1776,1670,94.0
2016-09,OUDENAARDE,2129,2028,95.3
2016-07,LUTTRE,3498,3363,96.1
2016-08,BILZEN,1043,917,87.9
2016-09,POPERINGE,593,543,91.60000000000001
2016-07,MANAGE,1930,1715,88.9
2016-08,BLANKENBERGE,749,693,92.5
2016-09,SINT-NIKLAAS,1193,1063,89.1
2016-07,MARLOIE,683,558,81.69999999999999
2016-08,BRAINE-LE-COMTE,4570,4124,90.2
2016-09,SPA-GERONSTERE,2932,2405,82.0
2016-07,OUDENAARDE,5607,5175,92.30000000000001
2016-08,COUVIN,362,336,92.80000000000001
2016-09,TOURCOING,2313,1893,81.8
2016-07,RONSE,1544,1358,88.0
2016-08,DEINZE,3018,2790,92.4
2016-09,VISE,510,488,95.7
2016-07,SINT-TRUIDEN,1138,1033,90.8
2016-08,DENDERMONDE,3849,3686,95.8
2016-09,WELKENRAEDT,1330,1159,87.1
2016-07,SPA-GERONSTERE,2244,2047,91.2
2016-08,ERQUELINNES,412,381,92.5
2016-09,Y.ANTOING,351,345,98.3
2016-07,TOURCOING,400,397,99.3
2016-08,ESSEN,1472,1374,93.30000000000001
2016-09,ZEEBRUGGE-DORP,0,,
2016-07,TOURNAI,2288,2097,91.7
2016-08,ETTERBEEK,6597,5677,86.1
2016-09,ZEEBRUGGE-STRAND,49,47,95.89999999999999
2016-07,TURNHOUT,854,762,89.2
2016-08,GERAARDSBERGEN,12306,11401,92.60000000000001
2016-10,ANTWERPEN-CENTRAAL,10313,9220,89.4
2016-07,WAREMME,1483,1392,93.89999999999999
2016-08,GOUVY,983,914,93.0
2016-10,ARLON,1146,723,63.1
2016-07,ZOTTEGEM,2274,2070,91.0
2016-08,HASSELT,10048,9107,90.60000000000001
2016-10,ATHUS,1761,1640,93.10000000000001
2016-08,ANTWERPEN-BERCHEM,10888,10190,93.60000000000001
2016-08,KNOKKE,4640,4332,93.4
2016-10,BERTRIX,529,455,86.0
2016-08,ANTWERPEN-CENTRAAL,10431,9753,93.5
2016-08,LA LOUVIERE-SUD,1956,1820,93.0
2016-10,BINCHE,525,380,72.39999999999999
2016-08,ARLON,1124,672,59.8
2016-08,LIBRAMONT,11142,10068,90.4
2016-10,BRUSSEL-CENTRAAL,24661,20296,82.3
2016-08,BINCHE,503,436,86.7
2016-08,MARLOIE,847,700,82.6
2016-10,BRUSSEL-LUXEMBURG,7321,6343,86.6
2016-08,BRUGGE,5086,4782,94.0
2016-08,MECHELEN,2307,1671,72.39999999999999
2016-10,BRUSSEL-ZUID,6186,5153,83.3
2016-08,BRUSSEL-CENTRAAL,25087,22465,89.5
2016-08,MOESKROEN,12610,11786,93.5
2016-10,BURST,2108,1837,87.1
2016-08,BRUSSEL-NATIONAAL-LUCHTHAVEN,24742,22241,89.9
2016-08,NAMUR,4533,4054,89.4
2016-10,DE PANNE,569,437,76.8
2016-08,BRUSSEL-ZUID,6497,5773,88.9
2016-08,OUDENAARDE,5813,4787,82.3
2016-10,DIEST,3124,2847,91.10000000000001
2016-08,CHARLEROI-SUD,5799,5163,89.0
2016-08,QUIEVRAIN,637,615,96.5
2016-10,ERQUELINNES,452,421,93.10000000000001
2016-08,EDINGEN,3230,2993,92.7
2016-08,SCHELLEBELLE,4244,4059,95.6
2016-10,ESSEN,1353,1169,86.4
2016-08,EEKLO,415,406,97.8
2016-08,SPA-GERONSTERE,2347,2106,89.7
2016-10,FLEMALLE-HAUTE,2797,2274,81.3
2016-08,FLEMALLE-HAUTE,2502,1916,76.6
2016-08,TAMINES,2975,2576,86.6
2016-10,GEMBLOUX,2443,2136,87.4
2016-08,GEMBLOUX,1914,1796,93.8
2016-08,Y.ANTOING,1313,1174,89.4
2016-10,GENK,3930,3139,79.9
2016-08,GENK,3981,3068,77.10000000000001
2016-08,ZEEBRUGGE-DORP,46,46,100.0
2016-10,GERAARDSBERGEN,11774,10217,86.8
2016-08,HALLE,330,292,88.5
2016-09,AARSCHOT,3627,3408,94.0
2016-10,HUY,3820,3248,85.0
2016-08,JETTE,2984,2597,87.0
2016-09,ANS,3196,2830,88.5
2016-10,JEMEPPE-SUR-SAMBRE,1891,1418,75.0
2016-08,KORTRIJK,652,629,96.5
2016-09,ANTWERPEN-CENTRAAL,10368,9394,90.60000000000001
2016-10,LA LOUVIERE-CENTRE,4383,3766,85.9
2016-08,LA LOUVIERE-CENTRE,4409,4111,93.2
2016-09,ARLON,1126,541,48.0
2016-10,LEUVEN,3065,2420,79.0
2016-08,LEUVEN,2938,2621,89.2
2016-09,ATH,2459,2257,91.8
2016-10,LIBRAMONT,10814,9168,84.8
2016-08,LICHTERVELDE,2279,1689,74.1
2016-09,BERTRIX,531,474,89.3
2016-10,LIEDEKERKE,2717,2385,87.8
2016-08,LIEDEKERKE,2930,2708,92.4
2016-09,BILZEN,1011,887,87.7
2016-10,LOKEREN,1936,1575,81.39999999999999
2016-08,LIEGE-GUILLEMINS,5321,4854,91.2
2016-09,BRAINE-LE-COMTE,4681,4178,89.3
2016-10,MOL,644,439,68.2
2016-08,LIERS,6152,5913,96.1
2016-09,BRUSSEL-NOORD,26815,23511,87.7
2016-10,MONCEAU-FORMATION,1379,1271,92.2
2016-08,MANAGE,2149,2003,93.2
2016-09,BURST,2139,1989,93.0
2016-10,NEERPELT,6571,4762,72.5
2016-08,MONCEAU-FORMATION,1429,1355,94.8
2016-09,COUVIN,457,430,94.1
2016-10,OOSTENDE,536,488,91.0
2016-08,MONS,1,1,100.0
2016-09,DENDERLEEUW,6629,5754,86.8
2016-10,OTTIGNIES,1684,1470,87.3
2016-08,OOSTENDE,556,524,94.19999999999999
2016-09,EDINGEN,3534,3148,89.1
2016-10,POPERINGE,2135,1923,90.10000000000001
2016-08,POPERINGE,2061,1975,95.8
2016-09,GERAARDSBERGEN,11796,10684,90.60000000000001
2016-10,PUURS,612,529,86.4
2016-08,PUURS,610,548,89.8
2016-09,GLONS,457,447,97.8
2016-10,RIVAGE,440,326,74.1
2016-08,RIVAGE,444,383,86.3
2016-09,GOUVY,952,860,90.3
2016-10,SAINT-GHISLAIN,488,449,92.0
2016-08,RONSE,1601,1446,90.3
2016-09,HALLE,356,329,92.4
2016-10,SINT-TRUIDEN,1218,1000,82.1
2016-08,SAINT-GHISLAIN,465,448,96.3
2016-09,KNOKKE,4627,4254,91.9
2016-10,SPA-GERONSTERE,2240,1622,72.39999999999999
2016-08,TURNHOUT,883,824,93.30000000000001
2016-09,LA LOUVIERE-SUD,1896,1698,89.60000000000001
2016-10,TAMINES,2928,2178,74.4
2016-08,VILVOORDE,7684,7208,93.8
2016-09,LANDEN,3630,3019,83.2
2016-10,VERVIERS-CENTRAL,2706,2322,85.8
2016-08,VISE,371,316,85.2
2016-09,LEUVEN,2946,2614,88.7
2016-10,WAREMME,1544,1225,79.3
2016-08,WELKENRAEDT,1291,1151,89.2
2016-09,LICHTERVELDE,2243,1616,72.0
2016-10,ZOTTEGEM,2496,2124,85.1
2016-09,AALST,3744,3241,86.6
2016-09,MOL,585,469,80.2
2016-11,ANTWERPEN-BERCHEM,10543,9057,85.9
2016-09,ANTWERPEN-BERCHEM,10576,9580,90.60000000000001
2016-09,QUIEVRAIN,436,366,83.89999999999999
2016-11,BRUSSEL-NATIONAAL-LUCHTHAVEN,23624,18106,76.6
2016-09,ATHUS,1755,1594,90.8
2016-09,RONSE,481,448,93.10000000000001
2016-11,CHARLEROI-SUD,5594,4499,80.4
2016-09,BINCHE,506,418,82.6
2016-09,SAINT-GHISLAIN,4705,4231,89.9
2016-11,DEINZE,3109,2523,81.2
2016-09,BRUGGE,4818,4426,91.9
2016-09,TOURNAI,820,727,88.7
2016-11,DENDERLEEUW,6337,4912,77.5
2016-09,BRUSSEL-LUXEMBURG,7563,6888,91.10000000000001
2016-09,TURNHOUT,2705,2436,90.10000000000001
2016-11,DENDERMONDE,3570,3053,85.5
2016-09,DEINZE,2854,2605,91.3
2016-09,VERVIERS-CENTRAL,7780,7087,91.10000000000001
2016-11,ETTERBEEK,7070,5671,80.2
2016-09,DIEST,3175,2948,92.9
2016-09,VILVOORDE,248,222,89.5
2016-11,FLEMALLE-HAUTE,2693,2108,78.3
2016-09,DINANT,1118,971,86.9
2016-09,VIRTON,397,320,80.60000000000001
2016-11,GENK,3819,2716,71.1
2016-09,ERQUELINNES,466,438,94.0
2016-09,ZOTTEGEM,2476,2234,90.2
2016-11,GENT-SINT-PIETERS,600,387,64.5
2016-09,ESSEN,1422,1246,87.6
2016-10,AALST,3598,2980,82.8
2016-11,GERAARDSBERGEN,11334,9394,82.89999999999999
2016-09,FLEMALLE-HAUTE,2808,2282,81.3
2016-10,AARSCHOT,3591,3326,92.60000000000001
2016-11,JEMEPPE-SUR-SAMBRE,1888,1101,58.3
2016-09,GEMBLOUX,2458,2254,91.7
2016-10,BLANKENBERGE,568,504,88.7
2016-11,KORTRIJK,571,489,85.6
2016-09,GENK,3983,3410,85.6
2016-10,BRAINE-L'ALLEUD,3607,3097,85.9
2016-11,LIEDEKERKE,2933,2430,82.89999999999999
2016-09,JEMELLE,2759,2317,84.0
2016-10,BRUSSEL-NATIONAAL-LUCHTHAVEN,24367,20210,82.89999999999999
2016-11,LIER,7533,5592,74.2
2016-09,LIBRAMONT,10858,9699,89.3
2016-10,COUVIN,453,430,94.89999999999999
2016-11,MECHELEN,2272,1333,58.699999999999996
2016-09,LIEDEKERKE,2778,2580,92.9
2016-10,DENDERLEEUW,6742,5548,82.3
2016-11,MONCEAU-FORMATION,1190,989,83.1
2016-09,MANAGE,1855,1691,91.2
2016-10,DENDERMONDE,3763,3383,89.9
2016-11,MONS,17,15,88.2
2016-09,MARLOIE,839,695,82.8
2016-10,EDINGEN,3512,3010,85.7
2016-11,OOSTENDE,517,423,81.8
2016-09,MECHELEN,2262,1711,75.6
2016-10,EEKLO,427,411,96.3
2016-11,OTTIGNIES,1586,1286,81.10000000000001
2016-09,MONS,4420,3795,85.9
2016-10,ETTERBEEK,7281,6325,86.9
2016-11,QUIEVRAIN,802,711,88.7
2016-09,NEERPELT,513,472,92.0
2016-10,GENT-SINT-PIETERS,645,503,78.0
2016-11,RIVAGE,446,279,62.6
2016-09,OOSTENDE,1707,1548,90.7
2016-10,GLONS,412,392,95.1
2016-11,SAINT-GHISLAIN,455,412,90.5
2016-09,OTTIGNIES,5867,5223,89.0
2016-10,GOUVY,921,809,87.8
2016-11,SINT-NIKLAAS,4292,3882,90.4
