Month,Station,Number of operated trains,Number of trains arriving on time,Punctuality
2013-03,LIER,6169,5665,91.83011833360351
2013-04,OOSTENDE,1649,1270,77.01637355973318
2013-06,LA LOUVIERE-CENTRE,1569,1466,93.43530911408541
2013-03,MANAGE,1289,1228,95.2676493405741
2013-04,OTTIGNIES,4581,3718,81.16131848941279
2013-06,MECHELEN,10733,9236,86.05236187459238
2013-03,MONS,4375,3658,83.61142857142858
2013-04,SAINT-GHISLAIN,2417,2061,85.27099710384775
2013-06,NAMUR,5146,4100,79.67353284104158
2013-03,NAMUR,5941,4539,76.4012792459182
2013-04,SCHELLEBELLE,4324,3791,87.67345050878816
2013-06,OTTIGNIES,4421,3573,80.81881927165799
2013-03,OUDENAARDE,1653,1393,84.27102238354507
2013-04,SINT-TRUIDEN,1128,1023,90.69148936170212
2013-06,OUDENAARDE,1571,1347,85.74156588160407
2013-03,QUIEVRAIN,225,196,87.1111111111111
2013-04,WALCOURT,612,580,94.77124183006535
2013-06,SINT-NIKLAAS,4075,3263,80.07361963190183
2013-03,SINT-NIKLAAS,4098,3340,81.50317227916057
2013-04,WAREMME,1532,1397,91.18798955613578
2013-06,SINT-TRUIDEN,1151,1019,88.53171155516942
2013-03,TOURNAI,2208,1836,83.15217391304348
2013-04,WELKENRAEDT,1454,1121,77.09766162310868
2013-06,TAMINES,2651,1998,75.36778574122972
2013-03,VERVIERS-CENTRAL,2650,2393,90.30188679245283
2013-05,AARSCHOT,3152,2844,90.22842639593908
2013-06,TOURNAI,2179,1664,76.36530518586507
2013-03,VILVOORDE,7345,6283,85.54118447923757
2013-05,ANS,2642,2197,83.1566994700984
2013-06,TURNHOUT,827,655,79.20193470374849
2013-03,VIRTON,251,219,87.25099601593625
2013-05,ARLON,794,659,82.99748110831234
2013-06,VISE,726,449,61.84573002754821
2013-03,WALCOURT,614,557,90.71661237785015
2013-05,BILZEN,1352,1117,82.61834319526628
2013-06,WALCOURT,593,528,89.03878583473862
2013-04,AARSCHOT,3148,2883,91.58195679796697
2013-05,BRAINE-LE-COMTE,4337,3742,86.28083928983168
2013-06,WELKENRAEDT,1425,1239,86.94736842105263
2013-04,ATH,2981,2683,90.00335457900034
2013-05,BRUGGE,4481,3859,86.11916982816335
2013-06,ZOTTEGEM,2514,2107,83.81066030230708
2013-04,BRAINE-L'ALLEUD,3176,2741,86.30352644836272
2013-05,BRUSSEL-CENTRAAL,21664,18513,85.4551329394387
2013-07,ANS,2393,2114,88.34099456748851
2013-04,BRAINE-LE-COMTE,4337,3735,86.11943739912383
2013-05,BRUSSEL-LUXEMBURG,4877,4126,84.60118925568997
2013-07,ANTWERPEN-CENTRAAL,9760,8787,90.03073770491802
2013-04,DEINZE,2283,1915,83.8808585194919
2013-05,BRUSSEL-NATIONAAL-LUCHTHAVEN,4093,3560,86.97776691913022
2013-07,BERTRIX,569,512,89.98242530755711
2013-04,DINANT,898,732,81.51447661469933
2013-05,DENDERMONDE,2429,2054,84.56154796212432
2013-07,BLANKENBERGE,383,297,77.54569190600522
2013-04,ERQUELINNES,469,453,96.58848614072495
2013-05,EEKLO,447,421,94.1834451901566
2013-07,BRUSSEL-CENTRAAL,22877,20260,88.5605630108843
2013-04,ETTERBEEK,4910,4168,84.88798370672099
2013-05,ETTERBEEK,4896,4207,85.92728758169935
2013-07,BRUSSEL-LUXEMBURG,5050,4460,88.31683168316832
2013-04,GOUVY,341,269,78.88563049853371
2013-05,HASSELT,3658,3237,88.49097867687261
2013-07,BRUSSEL-NATIONAAL-LUCHTHAVEN,4222,3789,89.74419706300331
2013-04,KNOKKE,562,480,85.40925266903915
2013-05,HUY,2731,2234,81.8015378982058
2013-07,CHARLEROI-SUD,6163,5488,89.04754178159988
2013-04,LA LOUVIERE-SUD,3649,3191,87.4486160591943
2013-05,JEMELLE,1614,1335,82.71375464684016
2013-07,DENDERMONDE,3894,3430,88.08423215202876
2013-04,LANDEN,2765,2421,87.55877034358048
2013-05,LA LOUVIERE-SUD,3664,3243,88.50982532751091
2013-07,EEKLO,477,454,95.17819706498952
2013-04,LIBRAMONT,1503,1276,84.89687292082502
2013-05,LANDEN,2808,2381,84.79344729344729
2013-07,ESSEN,1207,1072,88.8152444076222
2013-04,LIERS,1672,1178,70.45454545454545
2013-05,LIEDEKERKE,5600,4996,89.21428571428571
2013-07,GERAARDSBERGEN,2358,2157,91.47582697201018
2013-04,MANAGE,1273,1200,94.26551453260016
2013-05,LIERS,1631,1169,71.67381974248927
2013-07,GLONS,983,861,87.58901322482198
2013-04,MECHELEN,11317,9867,87.18741716002474
2013-05,MECHELEN,10841,9335,86.10829259293423
2013-07,GOUVY,355,325,91.54929577464789
2013-04,MONS,4353,3736,85.82586721801057
2013-05,OOSTENDE,1728,1443,83.50694444444444
2013-07,HUY,2824,2420,85.69405099150141
2013-04,OUDENAARDE,1646,1422,86.39125151883353
2013-05,OUDENAARDE,1671,1481,88.6295631358468
2013-07,KNOKKE,882,783,88.77551020408163
2013-04,POPERINGE,522,411,78.73563218390804
2013-05,POPERINGE,541,456,84.28835489833642
2013-07,KORTRIJK,4744,4296,90.55649241146712
2013-04,PUURS,1111,994,89.46894689468947
2013-05,RIVAGE,1666,1369,82.17286914765907
2013-07,LA LOUVIERE-CENTRE,1584,1493,94.2550505050505
2013-04,RONSE,503,473,94.03578528827038
2013-05,SINT-NIKLAAS,4055,3351,82.6387176325524
2013-07,LA LOUVIERE-SUD,3868,3466,89.60703205791106
2013-04,SPA-GERONSTERE,500,480,96.0
2013-05,SINT-TRUIDEN,1166,1032,88.50771869639794
2013-07,LANDEN,2927,2623,89.61393918688077
2013-04,TAMINES,2765,2319,83.86980108499095
2013-05,TOURCOING,333,299,89.7897897897898
2013-07,LIBRAMONT,1414,1197,84.65346534653465
2013-04,TOURNAI,2232,1858,83.24372759856631
2013-05,TOURNAI,2190,1833,83.6986301369863
2013-07,LIER,6347,6001,94.54860564046005
2013-04,VILVOORDE,7480,6676,89.25133689839572
2013-05,VERVIERS-CENTRAL,2648,2084,78.70090634441088
2013-07,MANAGE,1271,1205,94.8072383949646
2013-04,VIRTON,254,233,91.73228346456693
2013-05,VIRTON,239,224,93.72384937238493
2013-07,MECHELEN,11900,10675,89.70588235294117
2013-04,ZEEBRUGGE-STRAND,63,60,95.23809523809523
2013-05,WALCOURT,590,561,95.08474576271186
2013-07,NAMUR,5453,4770,87.47478452228131
2013-05,AALST,1579,1408,89.17036098796707
2013-05,WELKENRAEDT,1483,1176,79.29871881321645
2013-07,OTTIGNIES,4577,4034,88.13633384312868
2013-05,ATH,2962,2682,90.54692775151925
2013-05,ZEEBRUGGE-DORP,320,315,98.4375
2013-07,OUDENAARDE,1719,1571,91.39034322280396
2013-05,BINCHE,564,482,85.46099290780141
2013-05,ZEEBRUGGE-STRAND,77,76,98.7012987012987
2013-07,PUURS,890,813,91.34831460674158
2013-05,BRAINE-L'ALLEUD,3113,2561,82.26790876967556
2013-06,AALST,1475,1304,88.40677966101696
2013-07,SCHELLEBELLE,4505,4045,89.7891231964484
2013-05,CHARLEROI-SUD,5901,4960,84.05355024572107
2013-06,ANTWERPEN-BERCHEM,9319,8037,86.24315913724648
2013-07,SPA-GERONSTERE,467,454,97.21627408993577
2013-05,DINANT,963,820,85.15057113187953
2013-06,ANTWERPEN-CENTRAAL,9068,7764,85.61976179973533
2013-07,TOURNAI,2402,2069,86.13655287260616
2013-05,ERQUELINNES,468,443,94.65811965811966
2013-06,ATHUS,185,156,84.32432432432432
2013-07,VERVIERS-CENTRAL,2665,2497,93.69606003752345
2013-05,ESSEN,1151,951,82.62380538662033
2013-06,BINCHE,543,475,87.47697974217311
2013-07,WALCOURT,624,588,94.23076923076923
2013-05,FLEMALLE-HAUTE,2679,2257,84.24785367674505
2013-06,BLANKENBERGE,92,62,67.3913043478261
2013-08,AALST,3811,3557,93.335082655471
2013-05,GEMBLOUX,2736,2359,86.22076023391813
2013-06,BRAINE-L'ALLEUD,3041,2510,82.5386386057218
2013-08,ANS,2328,2043,87.75773195876289
2013-05,GENK,678,578,85.25073746312685
2013-06,BRAINE-LE-COMTE,4253,3584,84.2699271102751
2013-08,ATHUS,192,142,73.95833333333334
2013-05,GERAARDSBERGEN,2499,2190,87.63505402160864
2013-06,BRUSSEL-NOORD,21234,17730,83.4981633229726
2013-08,BILZEN,1347,1129,83.8158871566444
2013-05,GOUVY,347,293,84.43804034582134
2013-06,BRUSSEL-ZUID,22400,18673,83.36160714285714
2013-08,BRAINE-L'ALLEUD,3173,2926,92.21556886227546
2013-05,JEMEPPE-SUR-SAMBRE,2345,2062,87.93176972281451
2013-06,CHARLEROI-SUD,5663,4349,76.79675083877802
2013-08,BRUSSEL-LUXEMBURG,4767,4305,90.30837004405286
2013-05,KNOKKE,569,496,87.17047451669596
2013-06,COUVIN,531,451,84.93408662900188
2013-08,BRUSSEL-NATIONAAL-LUCHTHAVEN,4147,3716,89.60694477935857
2013-05,KORTRIJK,4099,3648,88.99731641863869
2013-06,DENDERMONDE,2347,1961,83.55347251810822
2013-08,DE PANNE,560,473,84.46428571428571
2013-05,LIBRAMONT,1367,1179,86.24725676664228
2013-06,DIEST,2843,2485,87.4076679563841
2013-08,DENDERLEEUW,6331,5843,92.29189701468962
2013-05,MANAGE,1255,1179,93.94422310756973
2013-06,DINANT,920,678,73.69565217391305
2013-08,DIEST,3000,2672,89.06666666666668
2013-05,NEERPELT,528,452,85.60606060606061
2013-06,ESSEN,1126,937,83.21492007104796
2013-08,FLEMALLE-HAUTE,2652,2241,84.50226244343891
2013-05,OTTIGNIES,4532,3826,84.42188879082083
2013-06,LANDEN,2752,2336,84.88372093023256
2013-08,GERAARDSBERGEN,2293,2112,92.1064108155255
2013-05,RONSE,493,470,95.33468559837728
2013-06,LIBRAMONT,1349,1068,79.16975537435137
2013-08,GOUVY,346,284,82.08092485549133
2013-05,SPA-GERONSTERE,515,499,96.89320388349515
2013-06,LIEDEKERKE,5709,5010,87.75617446137677
2013-08,HUY,2712,2284,84.21828908554573
2013-05,TAMINES,2757,2341,84.91113529198404
2013-06,LOKEREN,3380,2761,81.68639053254438
2013-08,JEMEPPE-SUR-SAMBRE,2365,2146,90.73995771670191
2013-05,TURNHOUT,828,694,83.81642512077295
2013-06,LUTTRE,2273,1945,85.56973163220414
2013-08,LANDEN,2812,2358,83.85490753911806
2013-05,VILVOORDE,7285,6352,87.19286204529855
2013-06,MANAGE,1210,1141,94.29752066115702
2013-08,LEUVEN,9385,8092,86.2226957911561
2013-05,WAREMME,1530,1363,89.08496732026144
2013-06,MOESKROEN,979,747,76.30234933605719
2013-08,LIBRAMONT,1391,1204,86.55643421998562
2013-06,ANS,2576,2077,80.62888198757764
2013-06,MOL,1779,1562,87.80213603147835
2013-08,LIEDEKERKE,5536,5071,91.60043352601156
2013-06,ATH,2914,2525,86.65065202470831
2013-06,NEERPELT,515,429,83.30097087378641
2013-08,LIER,6193,5811,93.8317455191345
2013-06,BERTRIX,520,448,86.15384615384616
2013-06,PUURS,928,823,88.6853448275862
2013-08,MANAGE,1198,1161,96.91151919866444
2013-06,BRUGGE,4623,3895,84.25264979450573
2013-06,QUIEVRAIN,210,173,82.38095238095238
2013-08,MOL,1877,1738,92.59456579648375
2013-06,BRUSSEL-CENTRAAL,21328,18144,85.07126781695425
2013-06,RIVAGE,1630,1380,84.66257668711657
2013-08,OOSTENDE,1884,1590,84.39490445859873
2013-06,BRUSSEL-LUXEMBURG,4816,4056,84.21926910299004
2013-06,TOURCOING,325,272,83.6923076923077
2013-08,OTTIGNIES,4294,3814,88.8216115510014
2013-06,DE PANNE,535,466,87.10280373831776
2013-06,VIRTON,244,230,94.26229508196722
2013-08,RIVAGE,1676,1397,83.35322195704057
2013-06,DENDERLEEUW,6277,5407,86.13987573681695
2013-06,ZEEBRUGGE-DORP,245,239,97.55102040816327
2013-08,RONSE,479,462,96.4509394572025
2013-06,EEKLO,440,414,94.0909090909091
2013-06,ZEEBRUGGE-STRAND,178,174,97.75280898876404
2013-08,SINT-NIKLAAS,4112,3612,87.84046692607004
2013-06,ERQUELINNES,449,429,95.54565701559021
2013-07,AALST,3874,3599,92.90139390810532
2013-08,TAMINES,2791,2477,88.74955213185238
2013-06,GENK,664,580,87.34939759036145
2013-07,ANTWERPEN-BERCHEM,9868,9000,91.20389136603163
2013-08,TOURCOING,396,357,90.15151515151516
2013-06,GENT-SINT-PIETERS,9500,7857,82.70526315789473
2013-07,ATHUS,210,186,88.57142857142857
2013-08,VILVOORDE,7489,6831,91.2137802109761
2013-06,GERAARDSBERGEN,2467,2128,86.25861370085124
2013-07,BILZEN,1412,1173,83.07365439093485
2013-08,VIRTON,250,232,92.80000000000001
2013-06,GOUVY,336,296,88.09523809523809
2013-07,BRAINE-LE-COMTE,4519,3958,87.58574905952644
2013-08,VISE,635,563,88.66141732283465
2013-06,HALLE,8503,7381,86.80465717981889
2013-07,COUVIN,590,556,94.23728813559322
2013-08,WELKENRAEDT,1486,1372,92.32839838492598
2013-06,JEMEPPE-SUR-SAMBRE,2257,1796,79.57465662383694
2013-07,DIEST,3093,2728,88.19915939217589
2013-08,ZEEBRUGGE-STRAND,474,463,97.67932489451476
2013-06,KNOKKE,647,569,87.94435857805254
2013-07,DINANT,970,816,84.12371134020619
2013-09,AARSCHOT,3127,2758,88.19955228653662
2013-06,LA LOUVIERE-SUD,3540,2791,78.84180790960453
2013-07,EDINGEN,3210,2834,88.2866043613707
2013-09,ARLON,1192,877,73.5738255033557
2013-06,LEUVEN,9362,8083,86.33838923306986
2013-07,ETTERBEEK,5054,4534,89.71111990502573
2013-09,BERTRIX,534,458,85.76779026217228
2013-06,LICHTERVELDE,2771,2449,88.37964633706244
2013-07,FLEMALLE-HAUTE,2757,2452,88.93725063474791
2013-09,BILZEN,1345,1098,81.635687732342
2013-06,LIEGE-GUILLEMINS,7251,5901,81.3818783616053
2013-07,GEMBLOUX,2826,2510,88.81811748053786
2013-09,BLANKENBERGE,7,6,85.71428571428571
2013-06,LIER,5961,5484,91.99798691494716
2013-07,HASSELT,3838,3349,87.25898905680042
2013-09,BRUGGE,4414,3447,78.09243316719528
2013-06,LIERS,1619,1129,69.73440395305744
2013-07,LEUVEN,9853,8699,88.28783111742617
2013-09,BRUSSEL-CENTRAAL,22085,18185,82.34095539959249
2013-06,MARLOIE,1609,1243,77.25295214418894
2013-07,LICHTERVELDE,3061,2784,90.95066971577916
2013-09,BRUSSEL-ZUID,23125,18629,80.55783783783784
2013-06,MONS,4198,3104,73.9399714149595
2013-07,LIEGE-GUILLEMINS,7405,6542,88.34571235651588
2013-09,BURST,1779,1451,81.56267566048342
2013-06,OOSTENDE,1745,1398,80.11461318051576
2013-07,LIERS,1760,1421,80.73863636363636
2013-09,DEINZE,2192,1775,80.97627737226277
2013-06,POPERINGE,455,348,76.48351648351648
2013-07,LOKEREN,3395,2973,87.5699558173785
2013-09,EDINGEN,3342,2851,85.3081986834231
2013-06,RONSE,489,462,94.47852760736197
2013-07,LUTTRE,2446,2227,91.0466067048242
2013-09,ERQUELINNES,459,404,88.01742919389977
2013-06,SAINT-GHISLAIN,2372,1845,77.78246205733558
2013-07,MARLOIE,1690,1402,82.9585798816568
2013-09,GENK,672,520,77.38095238095238
2013-06,SCHELLEBELLE,584,530,90.75342465753424
2013-07,MOESKROEN,1120,958,85.53571428571428
2013-09,GERAARDSBERGEN,2541,2241,88.19362455726092
2013-06,SPA-GERONSTERE,495,483,97.57575757575758
2013-07,MOL,1916,1759,91.80584551148226
2013-09,GOUVY,342,308,90.05847953216374
2013-06,VERVIERS-CENTRAL,2546,2320,91.12333071484682
2013-07,MONS,4525,3902,86.23204419889503
2013-09,HASSELT,3629,3063,84.4034169192615
2013-06,VILVOORDE,7207,6251,86.73511863466075
2013-07,NEERPELT,553,509,92.04339963833634
2013-09,JEMELLE,2410,1761,73.07053941908713
2013-06,WAREMME,1493,1268,84.92967180174146
2013-07,POPERINGE,578,494,85.46712802768167
2013-09,LA LOUVIERE-CENTRE,1596,1422,89.09774436090225
2013-07,AARSCHOT,3284,2962,90.19488428745433
2013-07,QUIEVRAIN,205,179,87.3170731707317
2013-09,LA LOUVIERE-SUD,3608,3040,84.25720620842571
2013-07,ARLON,858,701,81.70163170163171
2013-07,RONSE,499,485,97.1943887775551
2013-09,LEUVEN,9599,7969,83.01906448588394
2013-07,ATH,3019,2711,89.79794633984764
2013-07,TURNHOUT,900,758,84.22222222222221
2013-09,LIEDEKERKE,5700,4797,84.15789473684211
2013-07,BINCHE,567,499,88.00705467372134
2013-07,VILVOORDE,7846,7158,91.2312006117767
2013-09,LIER,6036,5628,93.24055666003976
2013-07,BRAINE-L'ALLEUD,3287,2982,90.72102220870094
2013-07,VISE,646,601,93.03405572755418
2013-09,LIERS,1666,1227,73.64945978391356
2013-07,BRUGGE,5226,4478,85.68694986605433
2013-07,WAREMME,1546,1446,93.53169469598966
2013-09,MOESKROEN,982,782,79.63340122199592
2013-07,BRUSSEL-NOORD,22753,19877,87.35990858348349
2013-07,ZEEBRUGGE-STRAND,478,460,96.23430962343096
2013-09,MOL,1771,1607,90.73969508752117
2013-07,BRUSSEL-ZUID,23868,20802,87.1543489190548
2013-08,AARSCHOT,3221,2917,90.56193728655697
2013-09,OTTIGNIES,5144,4231,82.251166407465
2013-07,BURST,1862,1669,89.63480128893663
2013-08,ANTWERPEN-BERCHEM,9538,8700,91.21409100440344
2013-09,RIVAGE,1659,1361,82.03737191078963
2013-07,DE PANNE,568,465,81.86619718309859
2013-08,ANTWERPEN-CENTRAAL,9454,8534,90.26866934630844
2013-09,SCHELLEBELLE,4522,3831,84.71915081822202
2013-07,DEINZE,2313,2002,86.55425853869434
2013-08,BINCHE,567,510,89.94708994708994
2013-09,TAMINES,2731,2270,83.11973636030758
2013-07,DENDERLEEUW,6582,6013,91.35521118201154
2013-08,BRAINE-LE-COMTE,4346,3838,88.3110906580764
2013-09,VIRTON,256,224,87.5
2013-07,ERQUELINNES,446,430,96.41255605381166
2013-08,BRUGGE,5185,4581,88.35101253616202
2013-09,ZEEBRUGGE-STRAND,70,67,95.71428571428572
2013-07,GENK,689,601,87.22786647314949
2013-08,BRUSSEL-NOORD,21951,19184,87.39465172429503
2013-10,AALST,3843,3325,86.52094717668488
2013-07,GENT-SINT-PIETERS,11615,10189,87.72277227722772
2013-08,BRUSSEL-ZUID,23016,20058,87.14807090719499
2013-10,ANTWERPEN-BERCHEM,10048,8316,82.76273885350318
2013-07,HALLE,9045,8087,89.40851299060255
2013-08,COUVIN,545,471,86.42201834862385
2013-10,ANTWERPEN-CENTRAAL,9837,8081,82.14902917556165
2013-07,JEMELLE,1670,1377,82.45508982035929
2013-08,DEINZE,2292,2055,89.65968586387434
2013-10,ATHUS,211,151,71.56398104265402
2013-07,JEMEPPE-SUR-SAMBRE,2440,2174,89.09836065573771
2013-08,DENDERMONDE,3751,3422,91.22900559850706
2013-10,BERTRIX,569,442,77.68014059753953
2013-07,JETTE,4973,4515,90.79026744419866
2013-08,DINANT,956,797,83.36820083682008
2013-10,BLANKENBERGE,28,26,92.85714285714286
2013-07,LIEDEKERKE,5764,5234,90.80499653018737
2013-08,ERQUELINNES,431,408,94.66357308584686
2013-10,BRUGGE,4467,3291,73.67360644728005
2013-07,OOSTENDE,1901,1603,84.32403997895844
2013-08,ESSEN,1169,1075,91.95893926432849
2013-10,BRUSSEL-CENTRAAL,23191,18138,78.21137510241041
2013-07,RIVAGE,1732,1539,88.85681293302541
2013-08,GEMBLOUX,2721,2416,88.79088570378538
2013-10,BRUSSEL-LUXEMBURG,6016,4522,75.16622340425532
2013-07,SAINT-GHISLAIN,2520,2160,85.71428571428571
2013-08,HASSELT,3727,3187,85.51113496109471
2013-10,BRUSSEL-NATIONAAL-LUCHTHAVEN,4155,3571,85.94464500601686
2013-07,SINT-NIKLAAS,4216,3655,86.69354838709677
2013-08,LA LOUVIERE-SUD,3753,3412,90.91393551825206
2013-10,BRUSSEL-ZUID,24279,18482,76.12339882202727
2013-07,SINT-TRUIDEN,1217,1094,89.89317995069844
2013-08,LICHTERVELDE,2983,2732,91.58565202815957
2013-10,COUVIN,587,481,81.94207836456559
2013-07,TAMINES,2897,2503,86.39972385226096
2013-08,LIEGE-GUILLEMINS,7110,6118,86.04781997187061
2013-10,DE PANNE,243,157,64.60905349794238
2013-07,TOURCOING,420,357,85.0
2013-08,LOKEREN,3349,2948,88.02627650044789
2013-10,DENDERLEEUW,6945,5579,80.33117350611951
2013-07,VIRTON,276,254,92.02898550724638
2013-08,LUTTRE,2387,2191,91.78885630498533
2013-10,DINANT,954,589,61.740041928721176
2013-07,WELKENRAEDT,1501,1389,92.53830779480346
2013-08,MARLOIE,1651,1401,84.85766202301636
2013-10,ETTERBEEK,6063,4655,76.77717301665842
2013-07,ZEEBRUGGE-DORP,5,5,100.0
2013-08,MECHELEN,11384,10310,90.56570625439213
2013-10,GENK,704,503,71.44886363636364
2013-07,ZOTTEGEM,2698,2427,89.95552260934025
2013-08,MONS,4363,3759,86.15631446252578
2013-10,GENT-SINT-PIETERS,11466,8895,77.57718472004186
2013-08,ARLON,818,657,80.31784841075795
2013-08,PUURS,862,804,93.27146171693735
2013-10,GLONS,975,792,81.23076923076923
2013-08,ATH,2881,2585,89.72578965636932
2013-08,SCHELLEBELLE,4430,4034,91.0609480812641
2013-10,HALLE,9310,7653,82.20193340494092
2013-08,BERTRIX,541,484,89.46395563770795
2013-08,SINT-TRUIDEN,1188,1031,86.78451178451179
2013-10,KNOKKE,524,399,76.14503816793892
2013-08,BLANKENBERGE,344,273,79.36046511627907
2013-08,TOURNAI,2313,1986,85.86251621271076
2013-10,LA LOUVIERE-SUD,3817,3040,79.64369924024103
2013-08,BRUSSEL-CENTRAAL,22040,19494,88.44827586206897
2013-08,ZEEBRUGGE-DORP,5,5,100.0
2013-10,LANDEN,2940,2338,79.52380952380952
2013-08,BURST,1785,1616,90.53221288515407
2013-08,ZOTTEGEM,2566,2340,91.1925175370226
2013-10,LIER,6343,5594,88.19170739397761
2013-08,CHARLEROI-SUD,5922,5270,88.99020601148261
2013-09,ANS,2622,2149,81.96033562166285
2013-10,LIERS,1739,1117,64.23231742380679
2013-08,EDINGEN,3058,2713,88.71811641595815
2013-09,ANTWERPEN-CENTRAAL,9385,8191,87.2775705913692
2013-10,MANAGE,1367,1244,91.00219458668617
2013-08,EEKLO,458,439,95.85152838427948
2013-09,BINCHE,550,417,75.81818181818181
2013-10,MARLOIE,2494,1534,61.507618283881314
2013-08,ETTERBEEK,4783,4386,91.69977001881664
2013-09,BRAINE-L'ALLEUD,3147,2734,86.87639021290117
2013-10,NEERPELT,406,330,81.2807881773399
2013-08,GENK,687,565,82.24163027656476
2013-09,BRAINE-LE-COMTE,4330,3447,79.60739030023095
2013-10,OUDENAARDE,1815,1420,78.23691460055096
2013-08,GENT-SINT-PIETERS,11400,10187,89.35964912280701
2013-09,BRUSSEL-NATIONAAL-LUCHTHAVEN,4045,3522,87.07045735475896
2013-10,POPERINGE,614,376,61.23778501628665
2013-08,GLONS,922,811,87.96095444685467
2013-09,BRUSSEL-NOORD,22035,17946,81.4431586113002
2013-10,RIVAGE,1716,1274,74.24242424242425
2013-08,HALLE,8614,7698,89.36614813094963
2013-09,COUVIN,545,467,85.68807339449542
2013-10,RONSE,537,480,89.3854748603352
2013-08,JEMELLE,1633,1372,84.01714635639927
2013-09,DENDERLEEUW,6624,5661,85.46195652173914
2013-10,SAINT-GHISLAIN,2525,1907,75.52475247524752
2013-08,JETTE,4691,4370,93.15710935834576
2013-09,DINANT,940,734,78.08510638297872
2013-10,TURNHOUT,892,728,81.61434977578476
2013-08,KNOKKE,886,814,91.87358916478556
2013-09,EEKLO,450,426,94.66666666666667
2013-10,VERVIERS-CENTRAL,2686,2323,86.48548026805659
2013-08,KORTRIJK,4538,4137,91.16350815337154
2013-09,ESSEN,1163,1004,86.32846087704213
2013-10,ZEEBRUGGE-STRAND,49,44,89.79591836734694
2013-08,LA LOUVIERE-CENTRE,1569,1503,95.79349904397706
2013-09,ETTERBEEK,5561,4686,84.26541988850926
2013-10,ZOTTEGEM,2873,2197,76.47058823529412
2013-08,LIERS,1641,1199,73.06520414381474
2013-09,FLEMALLE-HAUTE,2674,2164,80.92744951383695
2013-11,AALST,3645,3106,85.21262002743484
2013-08,MOESKROEN,1073,916,85.36812674743709
2013-09,GEMBLOUX,3389,2838,83.74151667158453
2013-11,ANTWERPEN-BERCHEM,9122,7347,80.54154790616093
2013-08,NAMUR,5268,4625,87.79422930903569
2013-09,GENT-SINT-PIETERS,11028,9095,82.47188973521943
2013-11,ATH,2818,2372,84.17317246273953
2013-08,NEERPELT,555,508,91.53153153153153
2013-09,GLONS,950,807,84.94736842105263
2013-11,BRAINE-LE-COMTE,4098,3127,76.3055148853099
2013-08,OUDENAARDE,1663,1514,91.040288634997
2013-09,KORTRIJK,4531,3794,83.73427499448245
2013-11,BRUSSEL-CENTRAAL,20806,16123,77.49206959530905
